nomComplet,genre,nombreDeFilms
Charles gassot,,4.0
Charles gervais,,0.0
Charles giblyn,,1.0
Charles gillibert,,3.0
Charles guichard,,1.0
Charles guilbert,,1.0
Charles h. schneer,,1.0
Charles jodoin-keaton,,1.0
Charles k. feldman,,1.0
Charles konowal,,1.0
Charles lafortune,,1.0
Charles latour,,0.0
Charles lavack,,0.0
Charles lecocq,,1.0
Charles lippincott,,1.0
Charles m. laloggia,,0.0
Charles mintz,,2.0
Charles nordlander,,1.0
Charles ohayon,,17.0
Charles r. bowers,,1.0
Charles r. rogers,,2.0
Charles reisner,,1.0
Charles s. swartz,,1.0
Charles smiley,,2.0
Charles stéphane roy,,1.0
Charles tible,,1.0
Charles urban,,3.0
Charles weinstock,,1.0
Charles édouard canet,,1.0
Charles-georges horset,,1.0
Charles-olivier michaud,,1.0
Charlie chaplin,,3.0
Charlie foster,,1.0
Charlie ross,,1.0
Charlotte harper,,1.0
Charlyne ascaso,,1.0
Chaz thorne,,1.0
Chen hong,,1.0
Cher hawrysh,,1.0
Cheryl smith,,1.0
Cheryl wagner,,6.0
Ches yetman,,1.0
Chikako nakayabashi,,1.0
Chloé cinq-mars,,1.0
Chloé robichaud,,1.0
Chloë bellande,,1.0
Chloë mercier,,1.0
Chris allan,,0.0
Chris bender,,1.0
Chris boger,,1.0
Chris chambers,,0.0
Chris chesser,,1.0
Chris cunningham,,1.0
Chris dorr,,1.0
Chris hinton,,0.0
Chris kelly,,1.0
Chris remerowski,,1.0
Chris reusing,,0.0
Chris sievernich,,2.0
Chris strachwitz,,1.0
Chris taylor,,1.0
Chris zarpas,,1.0
Chriss brinker,,0.0
Christian ardan,,2.0
Christian besin,,1.0
Christian blackwood,,0.0
Christian bruyere,,1.0
Christian cesbron,,1.0
Christian charpenel,,2.0
Christian charret,,6.0
Christian daigle,,0.0
Christian davin,,27.0
Christian fechner,,6.0
Christian feschner,,1.0
Christian fournier,,1.0
Christian frechner,,1.0
Christian gagné,,5.0
Christian gion,,1.0
Christian lambert,,1.0
Christian laramée,,1.0
Christian larouche,,28.0
Christian laveau,,0.0
Christian longpré,,1.0
Christian m. fournier,,0.0
Christian medawar,,0.0
Christian paureilhe,,1.0
Christian pfohl,,2.0
Christian tétreault,,1.0
Christian viel,,2.0
Christiana nicolae,,0.0
Christiane asselin,,1.0
Christiane charette,,6.0
Christiane graziani,,1.0
Christiane grémillon,,1.0
Christiane hamelin,,6.0
Christiane montour,,2.0
Christiane rivard,,3.0
Christilla huillard-kann,,1.0
Christina fon,,5.0
Christina ruiz de luque,,1.0
Christine beytout,,1.0
Christine ciupka,,2.0
Christine cyr,,1.0
Christine côté,,2.0
Christine falco,,7.0
Christine fauteux,,20.0
Christine ferrier,,1.0
Christine gouze-rénal,,9.0
Christine haebler,,1.0
Christine kavanagh,,1.0
Christine larocque,,0.0
Christine le goff,,0.0
Christine levraud,,1.0
Christine renaud,,1.0
Christine rocheleau,,0.0
Christine sautter,,1.0
Christine vachon,,2.0
Christine york,,0.0
Christoph holch,,1.0
Christoph mattner,,1.0
Christophe lambert,,1.0
Christophe lioud,,0.0
Christophe mail,,1.0
Christophe robin,,1.0
Christophe rossignon,,1.0
Christopher dalton,,1.0
Christopher defaria,,0.0
Christopher doll,,1.0
Christopher larkin,,1.0
Christopher lowry,,0.0
Christopher morahan,,1.0
Christopher morgan,,2.0
Christopher neame,,1.0
Christopher pearce,,1.0
Christopher pinney,,0.0
Christopher ralling,,1.0
Christopher zimmer,,3.0
Christya nordstokke,,1.0
Chrystel poncet,,0.0
Chuck courtney,,1.0
Chuck jones,,0.0
Chuck olin,,0.0
Chuck sheetz,,1.0
Chuck vincent,,1.0
Cilia van dijk,,0.0
Cindy hamon-hill,,1.0
Cirio h. santiago,,1.0
Claes olsson,,0.0
Claire buffet,,0.0
Claire cappelletti,,1.0
Claire chalouh,,2.0
Claire fouquet,,1.0
Claire helman,,0.0
Claire lamarche,,0.0
Claire lapointe,,0.0
Claire matteau,,15.0
Claire monis,,1.0
Claire pontbriand,,1.0
Claire rocher,,0.0
Claire ross dunn,,1.0
Claire valade,,2.0
Claire wojas,,3.0
Clara george,,1.0
Clare ford,,1.0
Clarence greene,,1.0
Clarke mackey,,1.0
Claude antoine,,2.0
Claude baks,,1.0
Claude beaudry,,1.0
Claude berri,,6.0
Claude blanchard,,1.0
Claude bonin,,26.0
Claude bourillot,,1.0
Claude bélisle,,0.0
Claude bérubé,,1.0
Claude cardinal,,1.0
Claude cartier,,9.0
Claude castravelli,,2.0
Claude chabot,,1.0
Claude chabrol,,2.0
Claude champion,,0.0
Claude clert,,4.0
Claude demers,,5.0
Claude desorcy,,1.0
Claude dolbert,,8.0
Claude dubois,,0.0
Claude fafard,,0.0
Claude fléouter,,1.0
Claude forget,,0.0
Claude fortin,,2.0
Claude gagnon,,13.0
Claude gilaizeau,,1.0
Claude girard,,2.0
Claude godbout,,22.0
Claude goulet,,1.0
Claude grenier,,2.0
Claude guillemette,,2.0
Claude guisard,,0.0
Claude huhardeaux,,0.0
Claude héroux,,37.0
Claude jaeger,,4.0
Claude jeannot,,0.0
Claude joudioux,,1.0
Claude jutra,,1.0
Claude kunetz,,2.0
Claude laflamme,,1.0
Claude lajoie,,0.0
Claude lamonico,,1.0
Claude langlois,,1.0
Claude larivée,,2.0
Claude lavoie,,1.0
Claude lelouch,,8.0
Claude lemay,,1.0
Claude lemieux,,1.0
Claude lizotte,,1.0
Claude léger,,15.0
Claude maher,,15.0
Claude masson,,2.0
Claude meunier,,1.0
Claude nedjar,,5.0
Claude ouellet,,0.0
Claude paiement,,2.0
Claude palardy,,1.0
Claude perron,,0.0
Claude pierson,,1.0
Claude plessis,,1.0
Claude pépin,,0.0
Claude renart-paiement,,1.0
Claude renoir,,1.0
Claude rousseau,,0.0
Claude roussel,,1.0
Claude sylvestre,,6.0
Claude taillefer,,1.0
Claude veillet,,31.0
Claude weisz,,1.0
Claude-eric poiroux,,1.0
Claude-félix blanchard,,0.0
Claude-michel morin,,1.0
Claudette jaiko,,0.0
Claudette viau,,3.0
Claudia baillargeon,,1.0
Claudia escanilla morgado,,0.0
Claudia g. herbst,,1.0
Claudia garcia de la huerta,,0.0
Claudie bouchard,,1.0
Claudie chung,,1.0
Claudie lévesque,,1.0
Claudie ossard,,4.0
Claudine garant,,1.0
Claudine paringaux,,1.0
Claudine tissier,,1.0
Claudio argento,,1.0
Claudio biern boyd,,1.0
Claudio castravelli,,4.0
Claudio grassetti,,1.0
Claudio luca,,16.0
Claudio mancini,,1.0
Claudio pazienza,,1.0
Clint eastwood,,1.0
Clode lamarre,,1.0
Clément calvet,,1.0
Clément dubour,,1.0
Clément duhour,,4.0
Clément perron,,5.0
Clément virgo,,1.0
Clémentine dabadie,,1.0
Cody calahan,,1.0
Colette blanchard,,1.0
Colette durand,,1.0
Colette loumède,,7.0
Colin brunton,,1.0
Colin callender,,2.0
Colin eggleston,,1.0
Colin low,,13.0
Colin morris,,1.0
Colin morton,,0.0
Colin neale,,1.0
Colin stanfield,,1.0
Colin thomas,,0.0
Colleen murphy,,1.0
Collin tourangeau,,0.0
Conrado del re,,1.0
Constant mentzas,,5.0
Constantin geftman,,1.0
Cordell barker,,0.0
Corey kalman,,1.0
Corinne destombes,,1.0
Corinne druelle,,0.0
Corinne farago,,0.0
Cosmo anzilotti,,1.0
Costas alexakis,,1.0
Costia de renesse,,1.0
Craig graham,,1.0
Craig perry,,0.0
Craig segal,,0.0
Craig silverman,,0.0
Craig zobel,,1.0
Cran chamberlin,,1.0
Curtis crawford,,3.0
Cy feuer,,1.0
Cy roth,,0.0
Cy. fener,,1.0
Cynthia beth rubin,,1.0
Cynthia de paula,,1.0
Cynthia laroche,,1.0
Cynthia scott,,2.0
Cyriac auriol,,1.0
Cyril chauquet,,2.0
Cyril de rouvre,,1.0
Cyril grize,,3.0
Cyril jenkins,,1.0
Cyrill bursell,,1.0
Cécile chevrier,,12.0
Cécile kandalaft,,1.0
Cédric boudreau,,2.0
Cédric bourdeau,,4.0
Céline barakat,,1.0
Céline baril,,1.0
Céline bissonnette,,1.0
Céline el masri,,1.0
Céline gosselin,,59.0
Céline johnson,,2.0
Céline sotton,,1.0
Céline thibodeau,,0.0
César memolo,,2.0
D. kimm,,1.0
D.e. eisenberg,,1.0
D.j. matrundola,,1.0
D.w. griffith,,8.0
Daisy de bellefeuille,,2.0
Dale cox,,0.0
Dale philips,,0.0
Dale phillips,,0.0
Dale walsh,,0.0
Dallas jones,,0.0
Damian lee,,4.0
Damian lewis,,0.0
Damita nikapota,,1.0
Damon cox,,1.0
"Damon, d, oliveira",,1.0
Dan curtis,,1.0
Dan daniels,,1.0
Dan emery,,0.0
Dan gibson,,1.0
Dan goldberg,,1.0
Dan ireland,,1.0
Dan korn,,1.0
Dan lyon,,1.0
Dan smith,,1.0
Dan wechsler,,1.0
Daniaile jarry,,1.0
Daniel asselin,,1.0
Daniel beauchesne,,3.0
Daniel bertolino,,15.0
Daniel bisson,,1.0
Daniel brière,,0.0
Daniel chevalier,,1.0
Daniel chuba,,1.0
Daniel cormier,,9.0
Daniel cross,,0.0
Daniel daërt,,1.0
Daniel de valck,,1.0
Daniel deschamps,,2.0
Daniel desjardins,,2.0
Daniel fontaine-bégin,,2.0
Daniel fournier,,0.0
Daniel guilbeault,,1.0
Daniel guy,,2.0
Daniel h. blatt,,1.0
Daniel harvey,,26.0
Daniel hill,,1.0
Daniel iron,,5.0
Daniel jobin,,1.0
Daniel kamwa,,1.0
Daniel langlois,,1.0
Daniel louis,,20.0
Daniel mallo,,0.0
Daniel melnick,,2.0
Daniel messere,,1.0
Daniel michaud,,7.0
Daniel morin,,7.0
Daniel ménard,,1.0
Daniel pauquet,,1.0
Daniel pinard,,5.0
Daniel plante,,3.0
Daniel proulx,,5.0
Daniel roby,,3.0
Daniel rodriguez,,1.0
Daniel rosenthal,,1.0
Daniel senneville,,2.0
Daniel thibault,,1.0
Daniel tinayre,,1.0
Daniel toscan du plantier,,2.0
Daniel vaissaire,,0.0
Daniel vega,,1.0
Daniel vigneault,,1.0
Daniel vincelette,,1.0
Daniel williams,,1.0
Danielle allaire,,1.0
Danielle bergeron,,1.0
Danielle champoux,,1.0
Danielle fontaine,,6.0
Danielle leblanc,,0.0
Danielle roux,,0.0
Danielle thériault,,5.0
Danielle-marie peeters,,1.0
Danika marquis,,3.0
Danishka esterhazy,,0.0
Danièle bussy,,5.0
Danièle caloz,,0.0
Danièle delorme,,7.0
Danièle j suissa,,3.0
Danièle j. suissa,,1.0
Danièle rohrbach,,1.0
Danièle senatore,,1.0
Dann byck,,1.0
Danny antonucci,,1.0
Danny chalifour,,2.0
Danny gilmore,,1.0
Danny rossner,,4.0
Dany chiasson,,1.0
Dany geys,,1.0
Dany papineau,,2.0
Dany verete,,1.0
Dany wolf,,1.0
Darcia labrosse,,0.0
Dario argento,,2.0
Dario pulgar,,0.0
Darrell wasyk,,3.0
Darren curtis,,1.0
Darryl f. zanuck,,3.0
Darryl sheen,,1.0
Dave cox,,0.0
Dave rigby,,1.0
David a. bader,,0.0
David aubin,,1.0
David bairstow,,8.0
David banigan,,1.0
David banks,,0.0
David birnbaum,,1.0
David blake,,1.0
David branigan,,0.0
David breitman,,1.0
David brown,,1.0
David c. stone,,3.0
David cherniack,,1.0
David cheung,,1.0
David christensen,,1.0
David clark,,0.0
David clermont-béique,,1.0
David collins,,1.0
David covo,,0.0
David craig,,1.0
David cronenberg,,3.0
David devine,,1.0
David eberts,,0.0
David ehrlich,,1.0
David eick,,1.0
David elfick,,1.0
David f. eustace,,1.0
David fabrega,,0.0
David finch,,0.0
David fine,,1.0
David foster,,1.0
David franco,,1.0
David g. stanley,,1.0
David gascon,,1.0
David giasson,,1.0
David gil,,1.0
David gordian,,1.0
David gow,,1.0
David griffiths,,1.0
David gross,,1.0
David h. lorriman,,1.0
David hansen,,3.0
David hanson,,1.0
David harel,,1.0
David hargreaves,,0.0
David hemmings,,2.0
David holden,,1.0
David hughes,,0.0
David j. o'connell,,2.0
David j. patterson,,4.0
David jay,,0.0
David kaufman,,0.0
David knoller,,1.0
David kodsi,,1.0
David korda,,1.0
David la haye,,0.0
David lancaster,,1.0
David lane,,2.0
David lewis,,2.0
David lussier,,1.0
David m. richardson,,1.0
David m. york,,1.0
David macdonald,,1.0
David mackay,,0.0
David macleod,,1.0
David marquis,,1.0
David mayerovitch,,0.0
David mcaree,,0.0
David michel,,3.0
David miller,,1.0
David mitchell,,0.0
David n. fowler,,0.0
David nancoff,,1.0
David o. selznick,,7.0
David oreilly,,2.0
David paperny,,0.0
David parfitt,,1.0
David parker,,1.0
David paré,,1.0
David patterson,,1.0
David pears,,4.0
David peddie,,2.0
David pieropan,,3.0
David pierrat,,3.0
David power,,0.0
David proulx,,1.0
David puttman,,1.0
David puttnam,,1.0
David reckziegel,,2.0
David reisman,,0.0
David retzleff,,0.0
David rihs,,0.0
David rose,,1.0
David secter,,1.0
David sherman,,3.0
David springbett,,0.0
David suzuki,,1.0
David teoli,,1.0
David therrien,,1.0
David thion,,1.0
David thompson,,0.0
David tomblin,,1.0
David tucker,,1.0
David uloth,,3.0
David vachon,,0.0
David vaisbord,,0.0
David valleau,,1.0
David verrall,,17.0
David w. hahn,,1.0
David w. meyer,,0.0
David w. parker,,0.0
David w. ridgeway,,1.0
David w. ridgway,,11.0
David walker,,1.0
David wasson,,0.0
David waters,,1.0
David weaver,,1.0
David weiser,,1.0
David weisman,,1.0
David wilson,,5.0
David étienne,,1.0
David-alexandre coiteux,,1.0
Davis doi,,1.0
Davor grgicevic,,0.0
Davy derouault,,1.0
Davyd tousignant,,0.0
De ricaire,,1.0
Dean davis,,0.0
Dean english,,3.0
Dean hargrove,,4.0
Dean holmes,,1.0
Dean lewis,,0.0
Dean perlmutter,,1.0
Dean shek,,3.0
Dean velter,,1.0
Debbie brisebois,,0.0
Debbie nightingale,,0.0
Debbie travis,,3.0
Deborah dickson,,0.0
Deborah peaker,,0.0
Debra hauer,,1.0
Debra hill,,2.0
Debra kouri,,2.0
Deco dawson,,1.0
Dee wright,,1.0
Deena aziz,,1.0
Deepa mehta,,3.0
Deepak nayar,,1.0
Deirdre gainor,,1.0
Delphine morel,,1.0
Demetri estdelacropolis,,1.0
Demirac turgut,,1.0
Dena stitt,,1.0
Denis bellemare,,1.0
Denis boivin,,10.0
Denis boucher,,3.0
Denis chouinard,,1.0
Denis côté,,9.0
Denis delcampe,,1.0
Denis desaulniers,,0.0
Denis dubois,,1.0
Denis dupont,,0.0
Denis filion,,1.0
Denis gillson,,1.0
Denis godin,,0.0
Denis hargrave,,8.0
Denis héroux,,15.0
Denis julien,,0.0
Denis langlois,,4.0
Denis lecours,,0.0
Denis longpré,,1.0
Denis martel,,1.0
Denis mccready,,1.0
Denis mermet,,1.0
Denis poncet,,1.0
Denis s. pantis,,1.0
Denis savard,,21.0
Denis trudel,,1.0
Denis vachon,,0.0
Denise bombardier,,1.0
Denise charbonneau,,0.0
Denise petitdidier,,1.0
Denise robert,,42.0
Denise tremblay,,0.0
Dennis dugan,,1.0
Dennis f. stevens,,1.0
Dennis mohr,,1.0
Dennis sawyer,,2.0
Dennis tal,,1.0
Dennis tupicoff,,1.0
Denys desjardins,,4.0
Denys st-denis,,1.0
Denyse benoit,,3.0
Denyse mccann,,8.0
Denyse ostiguy,,1.0
Derek armonstrong,,0.0
Derek drummond,,0.0
Derek ford,,0.0
Derek gardner,,1.0
Derek gibson,,2.0
Derek kennedy,,2.0
Derek lamb,,9.0
Derek may,,2.0
Derek mazur,,1.0
Derek rogers,,1.0
Derek schreyer,,1.0
Derryll burke,,0.0
Desmond dew,,2.0
Dessie markovsky,,1.0
Detlef ziegert,,1.0
Diala atassi,,1.0
Diana elbaum,,2.0
Diana hawkins,,1.0
Diana lewis,,1.0
Diana wilson,,0.0
Diane beaudry,,4.0
Diane dallaire,,3.0
Diane dupuis,,1.0
Diane england,,25.0
Diane freeman,,1.0
Diane labelle,,1.0
Diane lambin,,2.0
Diane landry,,1.0
Diane nault,,1.0
Diane poitras,,1.0
Diane turcotte,,1.0
Dick bocking,,1.0
Dick horn,,0.0
Dick maas,,3.0
Dick winik,,0.0
Didier boujard,,1.0
Didier farré,,3.0
Didier kaade,,2.0
Didier maigret,,0.0
Didier morissonneau,,1.0
Diederick d'ailly,,3.0
Diego rivera kohn,,1.0
Diego vega,,1.0
Dietrich koch,,1.0
Dimitri de grunwald,,1.0
Dimitri rassam,,1.0
Dino de laurentiis,,12.0
Dino de laurentis,,1.0
Dione orrom,,1.0
Djibril diop mambety,,1.0
Dolly hall,,1.0
Domenico procacci,,4.0
Domenico salvaggio,,1.0
Domingo báez,,1.0
Dominic bouchard,,0.0
Dominic gagnon,,0.0
Dominic lavoie-laprise,,1.0
Dominic leclerc,,0.0
Dominic marceau,,1.0
Dominic marleau,,1.0
Dominic morissette,,0.0
Dominic-étienne simard,,1.0
Dominique adams,,1.0
Dominique anctil,,11.0
Dominique barneaud,,2.0
Dominique besnehard,,1.0
Dominique boischot,,1.0
Dominique boisvert,,1.0
Dominique chaloult,,3.0
Dominique dagenais,,5.0
Dominique dion,,1.0
Dominique greffard,,1.0
Dominique greusard,,1.0
Dominique harispuru,,1.0
Dominique laurent,,1.0
Dominique le blanc,,1.0
Dominique le pivert,,0.0
Dominique loubier,,1.0
Dominique m. valcour,,1.0
Dominique mendel,,5.0
Dominique noujeim,,4.0
Dominique picault,,0.0
Dominique pinel,,0.0
Dominique pétry,,0.0
Dominique savoie,,0.0
Dominique st-louis,,1.0
Dominique t. skoltz,,1.0
Dominique veillet,,4.0
Dominique vignet,,1.0
Don arioli,,1.0
Don bluth,,0.0
Don carmody,,10.0
Don chaffey,,1.0
Don edmonds,,1.0
Don haig,,3.0
Don hartman,,2.0
Don hopkins,,2.0
Don horter,,1.0
Don hulette,,1.0
Don law,,0.0
Don lobel,,1.0
Don mcglynn,,1.0
Don murray,,0.0
Don ohlmeyer,,1.0
Don owen,,2.0
Don p. behrns,,1.0
Don rennick,,0.0
Don reynolds,,0.0
Don schain,,1.0
Don thompson,,4.0
Don williams,,1.0
Don worobey,,1.0
Donald booth,,1.0
Donald brittain,,25.0
Donald duprey,,1.0
Donald e. carmody,,2.0
Donald e. leon,,1.0
Donald fraser,,1.0
Donald goldmacher,,0.0
Donald lautrec,,2.0
Donald mcwilliams,,0.0
Donald mulholland,,3.0
Donald osborne,,1.0
Donald p. borchers,,1.0
Donald peters,,0.0
Donald rennick,,1.0
Donald richie,,1.0
Donald s. williams,,1.0
Donald sawatsky,,0.0
Donald shebib,,1.0
Donald stearn,,0.0
Donna barker,,0.0
Donna caruso,,0.0
Donna davey,,0.0
Donna dudinsky,,0.0
Dora benousilio,,2.0
Doran gaudreault,,0.0
Dore schary,,1.0
Doris chase,,0.0
Doris girard,,26.0
Doris lapierre,,1.0
Doro bachrach,,2.0
Dorothy courtois,,3.0
Dorothy goldin rosenberg,,0.0
Dorothy todd hénaut,,0.0
Doug chapin,,1.0
Doug claybourne,,1.0
Doug lower,,1.0
Doug sutherland,,4.0
Doug taylor,,1.0
Douglas aberle,,0.0
Douglas cameron,,1.0
Douglas cole,,0.0
Douglas curtis,,1.0
Douglas d. rothacker,,0.0
Douglas jackson,,5.0
Douglas kiefer,,0.0
Douglas leiterman,,2.0
Douglas macdonald,,1.0
Douglas macleod,,1.0
Douglas naimer,,1.0
Douglas sinclair,,1.0
Dounia sichov,,0.0
Doïna harap,,2.0
Dr. h. wiers,,1.0
Dr. maureen hack,,0.0
Dragan peric,,0.0
Duane murray,,1.0
Dugald mclaren,,0.0
Duke worne,,1.0
Duncan kenworthy,,1.0
Durga chew-bose,,1.0
Dwight yoakam,,1.0
Dyson lovell,,1.0
E. andrew pécs,,10.0
E. jane thompson,,1.0
E.w. scythes,,0.0
Earl hurd,,2.0
Earl kisluk,,1.0
Ebelin bucerius,,1.0
Eberhard junkersdorf,,6.0
Ebrahim foruzesh,,4.0
Ed ackerman,,0.0
Ed booth,,1.0
"Ed, jr. graham",,1.0
Eddie cantor,,1.0
Eddy malenfant,,0.0
Eddy matalon,,2.0
Edgar bacquet,,1.0
Edgar g. ulmer,,1.0
Edgar j. scherick,,1.0
Edgar jinbachian,,1.0
Edgar lansbury,,0.0
Edgar larochelle,,0.0
Edie yolles,,1.0
Edmond blattchen,,0.0
Edmond ratisbonne,,1.0
Edmondo amati,,2.0
Edmund reek,,0.0
Edmund reid,,0.0
Edouard bruley,,2.0
Edouard cochet,,1.0
Edouard corniglion-moliner,,1.0
Edouard lepage,,1.0
Eduardo borras,,1.0
Eduardo soto-falcon,,1.0
Edward b. barison,,0.0
Edward byer,,1.0
Edward j. danziger,,1.0
Edward l. gershman,,1.0
Edward le lorrain,,1.0
Edward pardee johnston,,1.0
Edward r. pressman,,2.0
Edward selzer,,1.0
Edward small,,3.0
Eiji okuda,,2.0
Eileen thalenberg,,1.0
Eileen yaghoobian,,0.0
Eilon ratzovsky,,1.0
Einar linde,,1.0
Eisha marjara,,2.0
Ekoue djenou kouegan,,1.0
Elena pedrazzoli,,1.0
Eleonore adlon,,1.0
Elia kazan,,1.0
Eliane stutterheim,,2.0
Elias c. varoutsos,,0.0
Elias querejeta,,8.0
Elie samaha,,0.0
Elijah marchand,,1.0
Elio petri,,1.0
Elio scardamaglia,,6.0
Elisa garbar,,1.0
Elisa resegotti,,1.0
Elisabeth gervais,,7.0
Elisabeth reslegard,,1.0
Elisabeth-ann gimber,,6.0
Elise swerhone,,1.0
Elisea baschi,,1.0
Elisha karmitz,,1.0
Elissa mcbride,,2.0
Elizabeth becker,,1.0
Elizabeth gray,,1.0
Elizabeth horn,,0.0
Elizabeth levine,,1.0
Elizabeth patapoff,,3.0
Elizabeth yake,,1.0
Elke haltaufderheide,,1.0
Elliot geisinger,,1.0
Elliot kastner,,0.0
Elliot lefko,,0.0
Elliott floyd,,1.0
Elliott halpern,,0.0
Elliott hong,,1.0
Elliott kastner,,1.0
Elsa cayo,,2.0
Ely menz,,1.0
Elène dallaire,,1.0
Emanuele cassuto,,2.0
Emanuele luzzati,,2.0
Emanuelle pré-daigle,,3.0
Emeric pressburger,,5.0
Emil o'macquat,,0.0
Emil radok,,1.0
Emile natan,,1.0
Emile razpopov,,1.0
Emiliano piedra,,3.0
Emilio spitz,,1.0
Emily gerson saines,,1.0
Emmanuel avenel,,0.0
Emmanuel jean-baptiste,,1.0
Emmanuel priou,,0.0
Emmanuel schlumberger,,5.0
Emmanuel schwartz,,1.0
Emmanuel-victor roberto wilson,,2.0
Emmanuelle beaugrand-champagne,,0.0
Emmanuelle bérubé,,1.0
Emmanuelle de reynal,,1.0
Emmanuelle garnaud,,1.0
Emmanuelle wiecha,,0.0
Emo bistolfi,,2.0
Enrico bomba,,1.0
Enrico d'urso,,1.0
Enrique navarrete,,1.0
Enzo d'ambrosio,,1.0
Enzo doria,,1.0
Enzo merolle,,2.0
Eric altmayer,,1.0
Eric amber,,1.0
Eric heumann,,2.0
Eric karson,,2.0
Eric nadler,,0.0
Eric novakovics,,1.0
Eric sandmark,,2.0
Eric scott,,0.0
Eric till,,1.0
Eric van beuren,,1.0
Eric walker,,1.0
Eric young,,13.0
Erica pellegrini,,1.0
Erich pommer,,3.0
Erik hubacek,,1.0
Erik nielsen,,1.0
Eris salvatori,,1.0
Ermanno donati,,5.0
Ernest b. schoedsack,,2.0
Ernest blondeel,,1.0
Ernest gardepi,,1.0
Ernest godin,,0.0
Ernest neubach,,1.0
Ernest pintoff,,1.0
Ernest reid,,1.0
Ernest webb,,1.0
Ernesto enriquez,,0.0
Ernst lubitsch,,3.0
Ernst marischka,,2.0
Ernst wildi,,0.0
Errol joubert,,0.0
Erwin l. verity,,0.0
Erwin leiser,,0.0
Eryk hanut,,2.0
Estelle fialon,,0.0
Esther long,,2.0
Esther valiquette,,0.0
Ettore spagnuolo,,1.0
Eugen frenke,,1.0
Eugen sharin,,1.0
Eugene boyko,,0.0
Eugene solow,,1.0
Eugène bellin,,1.0
Eugène lepicier,,6.0
Eugène tucherer,,1.0
Eugène tuscherer,,1.0
Eugénie cliche,,3.0
Eugénio duvane,,0.0
Eunice macaulay,,2.0
Eunice macauley,,0.0
Evan beloff,,1.0
Evan tussman,,1.0
Evan tylor,,1.0
Evelyn cherry,,1.0
Evelyn lambart,,1.0
Evelyn spice,,1.0
Evelyne lafleur guy,,0.0
Evelyne st-onge,,0.0
Evelyne vidal,,1.0
Evi regev,,6.0
Evren boisjoli,,1.0
Eylem kaftan,,0.0
Ezra baker,,1.0
F. brun,,1.0
F. lebrun,,1.0
F. richard jones,,1.0
F.r. crawley,,1.0
Fabienne colas,,1.0
Fabienne larouche,,42.0
Fabienne vonier,,2.0
Fabrice barilliet,,1.0
Fabrice barrilliet,,1.0
Fabrice brasier,,4.0
Fabrice estève,,0.0
Fabrizio de angelis,,6.0
Faisal lutchmedial,,0.0
Faith hubley,,0.0
Fanny drew,,6.0
Fanny-laure malo,,6.0
Faruk aksoy,,1.0
Fatima masri,,0.0
Federico hidalgo,,2.0
Federico teti,,1.0
Fedor ivanov,,0.0
Felipe sobervielle,,1.0
Felipe turello,,1.0
Felix ehren,,2.0
Ferenc mikulás,,0.0
Fernand dansereau,,19.0
Fernand guertin,,1.0
Fernand rivard,,3.0
Fernand robidoux,,0.0
Fernand seguin,,1.0
Fernand-philippe morin-vargas,,1.0
Fernando donati,,1.0
Fernando e. solanas,,0.0
Fernando lopez escriva,,0.0
Ferne pearlstein,,0.0
Ferry unger,,0.0
Fil fraser,,1.0
Fina torres,,1.0
Fiona eager,,0.0
Flemming quist míller,,0.0
Florence-léa siry,,2.0
Floyd elliott,,0.0
Fortini manikakis,,1.0
Fortunate misiano,,1.0
Fortunato misiano,,6.0
France beaudoin,,18.0
France choquette,,6.0
France fleurant,,1.0
France gallant,,1.0
France gaudreault,,0.0
France pilon,,1.0
France poulin,,1.0
Frances mellen,,0.0
Francesca visconti,,1.0
Francesco casati,,1.0
Francesco rosi,,1.0
Francine allaire,,6.0
Francine desbiens,,2.0
Francine dion,,1.0
Francine dionne,,1.0
Francine e. zuckerman,,0.0
Francine forest,,26.0
Francine lagacé,,1.0
Francine plante,,0.0
Francine saia,,1.0
Francine st-jean-gagné,,0.0
Francis boespflug,,1.0
Francis cosne,,5.0
Francis damberger,,1.0
Francis doublier,,1.0
Francis ford coppola,,1.0
Francis lacassin,,1.0
Francis leclerc,,9.0
Francis lopez,,1.0
Francis searle,,1.0
Francis thompson,,0.0
Francis von büren,,3.0
Francisco josé lombardi,,1.0
Franck avianca,,1.0
Franck dion,,0.0
Franck le flaguais,,2.0
Franck vager,,1.0
Franck-nicolas chelle,,1.0
Franco battista,,17.0
Franco committeri,,3.0
Franco cristaldi,,8.0
Franco palombi,,1.0
Franco rispoli,,1.0
Franco rossellini,,3.0
Francyne morin,,2.0
Frank badgley,,0.0
Frank bagnall,,0.0
Frank campi,,1.0
Frank capra,,4.0
Frank clifford,,1.0
Frank cole,,1.0
Frank cox,,1.0
Frank desgagnés,,1.0
Frank fiorito,,0.0
Frank king,,1.0
Frank konigsberg,,1.0
Frank laloggia,,0.0
Frank lauder,,1.0
Frank le flaguais,,1.0
Frank löprich,,0.0
Frank p. rosenberg,,0.0
Frank radford crawley,,3.0
Frank ripploh,,1.0
Frank sanna,,0.0
Frank siracusa,,4.0
Frank spiller,,3.0
Frank stauffacher,,1.0
Frank tashlin,,0.0
Frank vitale,,1.0
Frank von zerneck,,1.0
Frank ward,,1.0
Frank zeitlin,,1.0
Franz seitz,,2.0
François aubry,,2.0
François beaumier,,0.0
François blouin,,1.0
François bonneau,,2.0
François bouvier,,9.0
François brault,,1.0
François bégin,,3.0
