nomComplet,lienWikidata,distinction,date,annee
Laurent Cantet,http://www.wikidata.org/entity/Q2295011,Independent Spirit Award du meilleur film étranger,2009-01-01,2009
Laurent Cantet,http://www.wikidata.org/entity/Q655056,César du meilleur premier film,2001-01-01,2001
Laurent Cantet,http://www.wikidata.org/entity/Q179808,Palme d'or,2008-01-01,2008
Robin Campillo,http://www.wikidata.org/entity/Q900447,César du meilleur montage,2018-01-01,2018
Robin Campillo,http://www.wikidata.org/entity/Q545970,César du meilleur scénario original,2018-01-01,2018
Robin Campillo,http://www.wikidata.org/entity/Q832120,César de la meilleure adaptation,2009-01-01,2009
Robin Campillo,http://www.wikidata.org/entity/Q645595,César du meilleur film,2018-01-01,2018
Robin Campillo,http://www.wikidata.org/entity/Q609977,Prix du cinéma européen du meilleur monteur,2017-01-01,2017
Patrick Bruel,http://www.wikidata.org/entity/Q16682528,Victoire de l'artiste interprète masculin,1992-01-01,1992
Bryan Adams,http://www.wikidata.org/entity/Q6314042,prix Juno de l'album de l'année,1985-01-01,1985
Bryan Adams,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,1999-01-01,1999
Bryan Adams,http://www.wikidata.org/entity/Q3362499,Panthéon de la musique canadienne,2006-01-01,2006
Bryan Adams,http://www.wikidata.org/entity/Q6314074,Prix Juno du meilleur artiste de divertissement,1987-01-01,1987
Bryan Adams,http://www.wikidata.org/entity/Q6314083,prix Juno de l'album international de l'année,1993-01-01,1993
Bryan Adams,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,1984-01-01,1984
Bryan Adams,http://www.wikidata.org/entity/Q6114830,prix Jack Richardson (producteur de l'année),1992-01-01,1992
Bryan Adams,http://www.wikidata.org/entity/Q6314074,Prix Juno du meilleur artiste de divertissement,1992-01-01,1992
Bryan Adams,http://www.wikidata.org/entity/Q6314042,prix Juno de l'album de l'année,1984-01-01,1984
Bryan Adams,http://www.wikidata.org/entity/Q6114830,prix Jack Richardson (producteur de l'année),1984-01-01,1984
Bryan Adams,http://www.wikidata.org/entity/Q6314105,prix Juno du compositeur de l'année,1985-01-01,1985
Bryan Adams,http://www.wikidata.org/entity/Q1535117,Plume dorée,2009-01-01,2009
Bryan Adams,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,1998-01-01,1998
Roger Carel,http://www.wikidata.org/entity/Q3404794,prix Henri-Langlois,2012-01-01,2012
Roger Carel,http://www.wikidata.org/entity/Q3404585,Prix Fernand-Raynaud,1986-01-01,1986
Françoise Dorner,http://www.wikidata.org/entity/Q3404661,prix Goncourt du premier roman,2004-01-01,2004
Françoise Dorner,http://www.wikidata.org/entity/Q2140508,prix Roger-Nimier,2011-01-01,2011
Catherine Lara,http://www.wikidata.org/entity/Q16682527,Victoire de l'artiste interprète féminine,1986-01-01,1986
Sophie Marceau,http://www.wikidata.org/entity/Q174389,César du cinéma,1983-01-01,1983
Woody Herman,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1987-01-01,1987
Armand Amar,http://www.wikidata.org/entity/Q18912851,prix Amanda de la meilleure musique,2014-01-01,2014
Éric Rohmer,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1970-01-01,1970
Éric Rohmer,http://www.wikidata.org/entity/Q209459,Lion d'or,1986-01-01,1986
Éric Rohmer,http://www.wikidata.org/entity/Q1328249,National Board of Review Award du meilleur film en langue étrangère,1976-01-01,1976
Éric Rohmer,http://www.wikidata.org/entity/Q3703245,David Luchino Visconti,1990-01-01,1990
Éric Rohmer,http://www.wikidata.org/entity/Q1328249,National Board of Review Award du meilleur film en langue étrangère,1971-01-01,1971
Éric Rohmer,http://www.wikidata.org/entity/Q6978541,National Society of Film Critics Award du meilleur scénario,1970-01-01,1970
Martin Scorsese,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,2016-01-01,2016
Martin Scorsese,http://www.wikidata.org/entity/Q640353,Cecil B. DeMille Award,2010-01-01,2010
Martin Scorsese,http://www.wikidata.org/entity/Q586356,Golden Globe du meilleur réalisateur,2006-01-01,2006
Martin Scorsese,http://www.wikidata.org/entity/Q586356,Golden Globe du meilleur réalisateur,2011-01-01,2011
Martin Scorsese,http://www.wikidata.org/entity/Q139184,British Academy Film Award du meilleur film,1991-01-01,1991
Martin Scorsese,http://www.wikidata.org/entity/Q103360,Oscar du meilleur réalisateur,2006-01-01,2006
Martin Scorsese,http://www.wikidata.org/entity/Q179808,Palme d'or,1976-01-01,1976
Martin Scorsese,http://www.wikidata.org/entity/Q154590,Ours d'or,1995-01-01,1995
Martin Scorsese,http://www.wikidata.org/entity/Q510175,prix de la mise en scène,1986-01-01,1986
Martin Scorsese,http://www.wikidata.org/entity/Q292044,AFI Life Achievement Award,1997-01-01,1997
Martin Scorsese,http://www.wikidata.org/entity/Q787131,British Academy Film Award du meilleur réalisateur,1991-01-01,1991
Martin Scorsese,http://www.wikidata.org/entity/Q739694,British Academy Film Award du meilleur scénario adapté,1991-01-01,1991
Martin Scorsese,http://www.wikidata.org/entity/Q727282,César d'honneur,2000-01-01,2000
Martin Scorsese,http://www.wikidata.org/entity/Q787148,Academy Fellowship,2012-01-01,2012
Martin Scorsese,http://www.wikidata.org/entity/Q849771,BAFTA/LA,1993-01-01,1993
Martin Scorsese,http://www.wikidata.org/entity/Q1011547,Golden Globes,2003-01-01,2003
Martin Scorsese,http://www.wikidata.org/entity/Q1044427,Primetime Emmy Award,2011-01-01,2011
Martin Scorsese,http://www.wikidata.org/entity/Q1337827,Lion d'argent,1990-01-01,1990
Martin Scorsese,http://www.wikidata.org/entity/Q1128506,prix Lumière de la vérité,1998-01-01,1998
Martin Scorsese,http://www.wikidata.org/entity/Q3319305,prix Princesse des Asturies pour les arts,2018-01-01,2018
Martin Scorsese,http://www.wikidata.org/entity/Q4992254,Grammy Award de la meilleure musique de film,2005-01-01,2005
Martin Scorsese,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2005-01-06,2005
Jean-Hugues Anglade,http://www.wikidata.org/entity/Q900424,César du meilleur acteur dans un second rôle,1995-01-01,1995
Lubna Azabal,http://www.wikidata.org/entity/Q547316,prix Génie de la meilleure actrice,2011-01-01,2011
Cesar Franck,http://www.wikidata.org/entity/Q14637182,chevalier des Palmes académiques,1884-01-01,1884
Cesar Franck,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1885-08-06,1885
Paul McCartney,http://www.wikidata.org/entity/Q326482,personnalité de l'année MusiCares,2012-01-01,2012
Paul McCartney,http://www.wikidata.org/entity/Q179191,Rock and Roll Hall of Fame,1999-01-01,1999
Paul McCartney,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2012-01-01,2012
Paul McCartney,http://www.wikidata.org/entity/Q63072513,docteur honoris causa de l'université Yale,2008-01-01,2008
Paul McCartney,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1990-01-01,1990
Paul McCartney,http://www.wikidata.org/entity/Q2422622,prix Gershwin,2010-01-01,2010
Paul McCartney,http://www.wikidata.org/entity/Q845149,prix Wolf en art,2018-01-01,2018
John Lennon,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1991-01-01,1991
John Lennon,http://www.wikidata.org/entity/Q179191,Rock and Roll Hall of Fame,1994-01-01,1994
John Lennon,http://www.wikidata.org/entity/Q22344608,Oscar de la meilleure chanson originale,1971-01-01,1971
John Lennon,http://www.wikidata.org/entity/Q12201526,membre de l'ordre de l'Empire britannique,1965-01-01,1965
Patrick McGoohan,http://www.wikidata.org/entity/Q530923,Primetime Emmy Award du meilleur acteur invité dans une série télévisée comique,1975-01-01,1975
Patrick McGoohan,http://www.wikidata.org/entity/Q2604800,Primetime Emmy Award du meilleur acteur invité dans une série télévisée dramatique,1990-01-01,1990
Sandra Speichert,http://www.wikidata.org/entity/Q1615857,prix Romy-Schneider,1994-01-01,1994
Koji Yakusho,http://www.wikidata.org/entity/Q11605748,Médaille au ruban pourpre,2012-01-01,2012
Alfred Molina,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1996-01-01,1996
Keira Knightley,http://www.wikidata.org/entity/Q17011108,Teen Choice Award for Choice Hissy Fit,2006-01-01,2006
Keira Knightley,http://www.wikidata.org/entity/Q3724813,Empire Award de la meilleure actrice,2008-01-01,2008
Ennio Flaiano,http://www.wikidata.org/entity/Q731542,prix Strega,1947-01-01,1947
Tom Hulce,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,1996-01-01,1996
Arthur Miller,http://www.wikidata.org/entity/Q50621171,docteur honoris causa de l'université complutense de Madrid,2003-01-01,2003
Arthur Miller,http://www.wikidata.org/entity/Q7821794,Tony Award du meilleur auteur,1947-01-01,1947
Arthur Miller,http://www.wikidata.org/entity/Q7821794,Tony Award du meilleur auteur,1949-01-01,1949
Arthur Miller,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,2001-01-01,2001
Arthur Miller,http://www.wikidata.org/entity/Q277787,prix Jérusalem,2003-01-01,2003
Arthur Miller,http://www.wikidata.org/entity/Q289214,prix Pulitzer d'œuvre théâtrale,1949-01-01,1949
Arthur Miller,http://www.wikidata.org/entity/Q1799442,Tony Award de la meilleure pièce,1949-01-01,1949
Arthur Miller,http://www.wikidata.org/entity/Q1799442,Tony Award de la meilleure pièce,1953-01-01,1953
Arthur Miller,http://www.wikidata.org/entity/Q1738793,prix Kennedy,1984-01-01,1984
Arthur Miller,http://www.wikidata.org/entity/Q3332454,prix Princesse des Asturies de littérature,2002-01-01,2002
Arthur Miller,http://www.wikidata.org/entity/Q7589655,prix littéraire de l'université de Saint-Louis,1980-01-01,1980
Arthur Miller,http://www.wikidata.org/entity/Q3403230,Primetime Emmy Award du meilleur scénario pour une mini-série ou un téléfilm,1981-01-01,1981
Arthur Miller,http://www.wikidata.org/entity/Q6175526,Jefferson Lecture,2001-01-01,2001
Arthur Miller,http://www.wikidata.org/entity/Q4892456,Berlin Prize,1998-01-01,1998
Dizzy Gillespie,http://www.wikidata.org/entity/Q1789030,National Medal of Arts,1989-01-01,1989
Dizzy Gillespie,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1989-01-01,1989
Placido Domingo,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,2013-01-01,2013
Placido Domingo,http://www.wikidata.org/entity/Q17144,médaille présidentielle de la Liberté,1991-01-01,1991
Placido Domingo,http://www.wikidata.org/entity/Q791135,ordre de l'Amitié,2011-01-01,2011
Placido Domingo,http://www.wikidata.org/entity/Q1738793,prix Kennedy,2000-01-01,2000
Placido Domingo,http://www.wikidata.org/entity/Q3319305,prix Princesse des Asturies pour les arts,1991-01-01,1991
Placido Domingo,http://www.wikidata.org/entity/Q10855212,commandeur de la Légion d'honneur,2002-03-01,2002
Placido Domingo,http://www.wikidata.org/entity/Q14539884,grand officier de l'ordre du Mérite de la République italienne,1991-04-03,1991
Placido Domingo,http://www.wikidata.org/entity/Q20884576,grand-croix de l'ordre d'Alphonse X le Sage,2016-01-01,2016
Placido Domingo,http://www.wikidata.org/entity/Q20859490,grand-croix de l'ordre de l'Infant Dom Henri,1998-07-01,1998
Placido Domingo,http://www.wikidata.org/entity/Q14539974,chevalier grand-croix de l'ordre du Mérite de la République italienne,1997-04-02,1997
Placido Domingo,http://www.wikidata.org/entity/Q62743716,commandeur de l'ordre du Mérite culturel de Monaco,1999-11-18,1999
Placido Domingo,http://www.wikidata.org/entity/Q50625921,docteur honoris causa de l'université de Murcie,2014-01-01,2014
Placido Domingo,http://www.wikidata.org/entity/Q50621171,docteur honoris causa de l'université complutense de Madrid,1989-01-01,1989
Placido Domingo,http://www.wikidata.org/entity/Q25755314,grand-croix de l'ordre du Soleil,2009-01-01,2009
Placido Domingo,http://www.wikidata.org/entity/Q27575234,médaille d'or de la  Royal Philharmonic Society,1999-01-01,1999
Placido Domingo,http://www.wikidata.org/entity/Q39384825,docteur honoris causa de l'université Harvard,2011-01-01,2011
Placido Domingo,http://www.wikidata.org/entity/Q28861961,grand-croix de l'ordre du Mérite civil d'Espagne,2002-01-01,2002
Maximilian Schell,http://www.wikidata.org/entity/Q824667,Prix Bernhard Wicki,2011-01-01,2011
Valérie Mahaffey,http://www.wikidata.org/entity/Q1285504,Primetime Emmy Award de la meilleure actrice dans un second rôle dans une série télévisée dramatique,1992-01-01,1992
Jean Pascal,http://www.wikidata.org/entity/Q2547676,croix de guerre 1939-1945,1945-01-01,1945
Philippe Godeau,http://www.wikidata.org/entity/Q628637,People's Choice Award des Prix du cinéma européen,2010-01-01,2010
Marie Gillain,http://www.wikidata.org/entity/Q1615857,prix Romy-Schneider,1996-01-01,1996
Marie-Monique Robin,http://www.wikidata.org/entity/Q784097,prix Rachel-Carson,2009-01-01,2009
Michel Drach,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1959-01-01,1959
Guy Bedos,http://www.wikidata.org/entity/Q3319544,Molière du one man show,1990-01-01,1990
Jared Leto,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,2013-01-01,2013
Sarah Polley,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2010-01-01,2010
Jaco Van Dormael,http://www.wikidata.org/entity/Q1377763,Discovery of the Year - Prix FIPRESCI,1991-01-01,1991
Jaco Van Dormael,http://www.wikidata.org/entity/Q1377777,prix du cinéma européen du meilleur scénariste,1991-01-01,1991
Jaco Van Dormael,http://www.wikidata.org/entity/Q628637,People's Choice Award des Prix du cinéma européen,2010-01-01,2010
Valérie Lagrange,http://www.wikidata.org/entity/Q18575003,prix René Jeanne,2003-01-01,2003
Yves Sioui Durand,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2018-01-01,2018
Jiang Wen,http://www.wikidata.org/entity/Q20723634,prix France Culture Cinéma,2001-01-01,2001
Michael Moore,http://www.wikidata.org/entity/Q900414,César du meilleur film étranger,2003-01-01,2003
Michael Moore,http://www.wikidata.org/entity/Q111332,Oscar du meilleur film documentaire,2002-01-01,2002
Michael Moore,http://www.wikidata.org/entity/Q179808,Palme d'or,2004-01-01,2004
Monica Vitti,http://www.wikidata.org/entity/Q768505,David di Donatello de la meilleure actrice principale,1974-01-01,1974
Monica Vitti,http://www.wikidata.org/entity/Q768505,David di Donatello de la meilleure actrice principale,1979-01-01,1979
Monica Vitti,http://www.wikidata.org/entity/Q768505,David di Donatello de la meilleure actrice principale,1969-01-01,1969
Monica Vitti,http://www.wikidata.org/entity/Q768505,David di Donatello de la meilleure actrice principale,1971-01-01,1971
Monica Vitti,http://www.wikidata.org/entity/Q768505,David di Donatello de la meilleure actrice principale,1976-01-01,1976
Monica Vitti,http://www.wikidata.org/entity/Q3870551,Ruban d'argent de la meilleure actrice dans un second rôle,1962-01-01,1962
Monica Vitti,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,1995-01-26,1995
Monica Vitti,http://www.wikidata.org/entity/Q3870555,Ruban d'argent de la meilleure actrice,1969-01-01,1969
Monica Vitti,http://www.wikidata.org/entity/Q3870555,Ruban d'argent de la meilleure actrice,1976-01-01,1976
Monica Vitti,http://www.wikidata.org/entity/Q49024,mostra de Venise,1995-01-01,1995
Monica Vitti,http://www.wikidata.org/entity/Q622423,Festival de Saint-Sébastien,1968-01-01,1968
Claude Rich,http://www.wikidata.org/entity/Q13422141,commandeur de l'ordre national du Mérite,2009-01-01,2009
Claude Rich,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2003-01-01,2003
Claude Rich,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1993-01-01,1993
Claude Rich,http://www.wikidata.org/entity/Q727282,César d'honneur,2002-01-01,2002
Claude Rich,http://www.wikidata.org/entity/Q3405880,prix du meilleur comédien du Syndicat de la critique,1971-01-01,1971
Neil Diamond,http://www.wikidata.org/entity/Q326482,personnalité de l'année MusiCares,2009-01-01,2009
Neil Diamond,http://www.wikidata.org/entity/Q179191,Rock and Roll Hall of Fame,2011-01-01,2011
Susan Blakely,http://www.wikidata.org/entity/Q1257501,Golden Globe de la meilleure actrice dans une série télévisée dramatique,1976-01-01,1976
Ivo Caprino,http://www.wikidata.org/entity/Q17748327,prix Écoute,1978-01-01,1978
Ivo Caprino,http://www.wikidata.org/entity/Q3858187,Filmkritikerprisen,1956-01-01,1956
Ivo Caprino,http://www.wikidata.org/entity/Q1059569,ordre du mérite de la République italienne,2001-01-01,2001
Ivo Caprino,http://www.wikidata.org/entity/Q13377524,chevalier de 1re classe de l'ordre de Saint-Olaf,1989-01-01,1989
Ivo Caprino,http://www.wikidata.org/entity/Q18912995,The Amanda Committee's Honorary Award,1995-01-01,1995
Ray Liotta,http://www.wikidata.org/entity/Q2604800,Primetime Emmy Award du meilleur acteur invité dans une série télévisée dramatique,2005-01-01,2005
Woody Harrelson,http://www.wikidata.org/entity/Q2294693,Independent Spirit Award du meilleur acteur dans un second rôle,2009-01-01,2009
Woody Harrelson,http://www.wikidata.org/entity/Q1285970,Primetime Emmy Award du meilleur acteur dans un second rôle dans une série télévisée comique,1989-01-01,1989
